Year,City,Sport,Discipline,Athlete,Country,Gender,Event,Medal
2002,Salt Lake City,Curling,Curling,"SCHWALLER, Christof",Switzerland,Men,Curling,Bronze
2002,Salt Lake City,Curling,Curling,"DAVANGER, Flemming",Norway,Men,Curling,Gold
2002,Salt Lake City,Curling,Curling,"NERGAARD, Torger",Norway,Men,Curling,Gold
2002,Salt Lake City,Curling,Curling,"RAMSFJELL, Bent Aanund",Norway,Men,Curling,Gold
2002,Salt Lake City,Curling,Curling,"TRULSEN, Paal",Norway,Men,Curling,Gold
2002,Salt Lake City,Curling,Curling,"VAAGBERG, Lars",Norway,Men,Curling,Gold
2002,Salt Lake City,Curling,Curling,"BARTLETT, Don",Canada,Men,Curling,Silver
2002,Salt Lake City,Curling,Curling,"MARTIN, Kevin",Canada,Men,Curling,Silver
2002,Salt Lake City,Curling,Curling,"RYCROFT, Carter",Canada,Men,Curling,Silver
2002,Salt Lake City,Curling,Curling,"TRALNBERG, Ken",Canada,Men,Curling,Silver
2002,Salt Lake City,Curling,Curling,"WALCHUK, Don",Canada,Men,Curling,Silver
2002,Salt Lake City,Curling,Curling,"LAW, Kelley",Canada,Women,Curling,Bronze
2002,Salt Lake City,Curling,Curling,"NELSON, Diane",Canada,Women,Curling,Bronze
2002,Salt Lake City,Curling,Curling,"NOBLE, Cheryl",Canada,Women,Curling,Bronze
2002,Salt Lake City,Curling,Curling,"SKINNER, Julie",Canada,Women,Curling,Bronze
2002,Salt Lake City,Curling,Curling,"WHEATCROFT, Georgina",Canada,Women,Curling,Bronze
2002,Salt Lake City,Curling,Curling,"KNOX, Debbie",United Kingdom,Women,Curling,Gold
2002,Salt Lake City,Curling,Curling,"MACDONALD, Fiona",United Kingdom,Women,Curling,Gold
2002,Salt Lake City,Curling,Curling,"MARTIN, Rhona",United Kingdom,Women,Curling,Gold
2002,Salt Lake City,Curling,Curling,"MORTON, Margaret",United Kingdom,Women,Curling,Gold
2002,Salt Lake City,Curling,Curling,"RANKIN, Janice",United Kingdom,Women,Curling,Gold
2002,Salt Lake City,Curling,Curling,"BIDAUD, Laurence",Switzerland,Women,Curling,Silver
2002,Salt Lake City,Curling,Curling,"EBNOETHER, Luzia",Switzerland,Women,Curling,Silver
2002,Salt Lake City,Curling,Curling,"FREI, Tanya",Switzerland,Women,Curling,Silver
2002,Salt Lake City,Curling,Curling,"OTT, Mirjam",Switzerland,Women,Curling,Silver
2002,Salt Lake City,Curling,Curling,"ROETHLISBERGER, Nadia",Switzerland,Women,Curling,Silver
2002,Salt Lake City,Ice Hockey,Ice Hockey,"AFINOGENOV, Maxim",Russia,Men,Ice Hockey,Bronze
2002,Salt Lake City,Ice Hockey,Ice Hockey,"BRYZGALOV, Ilja",Russia,Men,Ice Hockey,Bronze
2002,Salt Lake City,Ice Hockey,Ice Hockey,"BURE, Pavel",Russia,Men,Ice Hockey,Bronze
2002,Salt Lake City,Ice Hockey,Ice Hockey,"BURE, Valeri",Russia,Men,Ice Hockey,Bronze
2002,Salt Lake City,Ice Hockey,Ice Hockey,"DATSYUK, Pavel",Russia,Men,Ice Hockey,Bronze
2002,Salt Lake City,Ice Hockey,Ice Hockey,"FEDOROV, Sergei",Russia,Men,Ice Hockey,Bronze
2002,Salt Lake City,Ice Hockey,Ice Hockey,"GONCHAR, Sergei",Russia,Men,Ice Hockey,Bronze
2002,Salt Lake City,Ice Hockey,Ice Hockey,"KASPARAITIS, Darius",Russia,Men,Ice Hockey,Bronze
2002,Salt Lake City,Ice Hockey,Ice Hockey,"KHABIBULIN, Nikolai",Russia,Men,Ice Hockey,Bronze
2002,Salt Lake City,Ice Hockey,Ice Hockey,"KOVALCHUK, Ilya",Russia,Men,Ice Hockey,Bronze
2002,Salt Lake City,Ice Hockey,Ice Hockey,"KOVALEV, Alexei",Russia,Men,Ice Hockey,Bronze
2002,Salt Lake City,Ice Hockey,Ice Hockey,"KRAVCHUK, Igor",Russia,Men,Ice Hockey,Bronze
2002,Salt Lake City,Ice Hockey,Ice Hockey,"KVASHA, Oleg",Russia,Men,Ice Hockey,Bronze
2002,Salt Lake City,Ice Hockey,Ice Hockey,"LARIONOV, Igor",Russia,Men,Ice Hockey,Bronze
2002,Salt Lake City,Ice Hockey,Ice Hockey,"MALAKHOV, Vladimir",Russia,Men,Ice Hockey,Bronze
2002,Salt Lake City,Ice Hockey,Ice Hockey,"MARKOV, Daniil",Russia,Men,Ice Hockey,Bronze
2002,Salt Lake City,Ice Hockey,Ice Hockey,"MIRONOV, Boris",Russia,Men,Ice Hockey,Bronze
2002,Salt Lake City,Ice Hockey,Ice Hockey,"NIKOLISHIN, Andrei",Russia,Men,Ice Hockey,Bronze
2002,Salt Lake City,Ice Hockey,Ice Hockey,"PODOMATSKY, Yegor",Russia,Men,Ice Hockey,Bronze
2002,Salt Lake City,Ice Hockey,Ice Hockey,"SAMSONOV, Sergei",Russia,Men,Ice Hockey,Bronze
2002,Salt Lake City,Ice Hockey,Ice Hockey,"TVERDOVSKIY, Oleg",Russia,Men,Ice Hockey,Bronze
2002,Salt Lake City,Ice Hockey,Ice Hockey,"YASHIN, Alexei",Russia,Men,Ice Hockey,Bronze
2002,Salt Lake City,Ice Hockey,Ice Hockey,"ZHAMNOV, Alexey",Russia,Men,Ice Hockey,Bronze
2002,Salt Lake City,Ice Hockey,Ice Hockey,"BELFOUR, Ed",Canada,Men,Ice Hockey,Gold
2002,Salt Lake City,Ice Hockey,Ice Hockey,"BLAKE, Rob",Canada,Men,Ice Hockey,Gold
2002,Salt Lake City,Ice Hockey,Ice Hockey,"BREWER, Eric",Canada,Men,Ice Hockey,Gold
2002,Salt Lake City,Ice Hockey,Ice Hockey,"BRODEUR, Martin",Canada,Men,Ice Hockey,Gold
2002,Salt Lake City,Ice Hockey,Ice Hockey,"FLEURY, Theo",Canada,Men,Ice Hockey,Gold
2002,Salt Lake City,Ice Hockey,Ice Hockey,"FOOTE, Adam",Canada,Men,Ice Hockey,Gold
2002,Salt Lake City,Ice Hockey,Ice Hockey,"GAGNE, Simon",Canada,Men,Ice Hockey,Gold
2002,Salt Lake City,Ice Hockey,Ice Hockey,"IGINLA, Jarome",Canada,Men,Ice Hockey,Gold
2002,Salt Lake City,Ice Hockey,Ice Hockey,"JOSEPH, Curtis",Canada,Men,Ice Hockey,Gold
2002,Salt Lake City,Ice Hockey,Ice Hockey,"JOVANOVSKI, Ed",Canada,Men,Ice Hockey,Gold
2002,Salt Lake City,Ice Hockey,Ice Hockey,"KARIYA, Paul",Canada,Men,Ice Hockey,Gold
2002,Salt Lake City,Ice Hockey,Ice Hockey,"LEMIEUX, Mario",Canada,Men,Ice Hockey,Gold
2002,Salt Lake City,Ice Hockey,Ice Hockey,"LINDROS, Eric",Canada,Men,Ice Hockey,Gold
2002,Salt Lake City,Ice Hockey,Ice Hockey,"MACINNIS, Al",Canada,Men,Ice Hockey,Gold
2002,Salt Lake City,Ice Hockey,Ice Hockey,"NIEDERMAYER, Scott",Canada,Men,Ice Hockey,Gold
2002,Salt Lake City,Ice Hockey,Ice Hockey,"NIEUWENDYK, Joe",Canada,Men,Ice Hockey,Gold
2002,Salt Lake City,Ice Hockey,Ice Hockey,"NOLAN, Owen",Canada,Men,Ice Hockey,Gold
2002,Salt Lake City,Ice Hockey,Ice Hockey,"PECA, Mike",Canada,Men,Ice Hockey,Gold
2002,Salt Lake City,Ice Hockey,Ice Hockey,"PRONGER, Chris",Canada,Men,Ice Hockey,Gold
2002,Salt Lake City,Ice Hockey,Ice Hockey,"SAKIC, Joe",Canada,Men,Ice Hockey,Gold
2002,Salt Lake City,Ice Hockey,Ice Hockey,"SHANAHAN, Brendan",Canada,Men,Ice Hockey,Gold
2002,Salt Lake City,Ice Hockey,Ice Hockey,"SMYTH, Ryan",Canada,Men,Ice Hockey,Gold
2002,Salt Lake City,Ice Hockey,Ice Hockey,"YZERMAN, Steve",Canada,Men,Ice Hockey,Gold
2002,Salt Lake City,Ice Hockey,Ice Hockey,"AMONTE, Tony",United States,Men,Ice Hockey,Silver
2002,Salt Lake City,Ice Hockey,Ice Hockey,"BARRASSO, Tom",United States,Men,Ice Hockey,Silver
2002,Salt Lake City,Ice Hockey,Ice Hockey,"CHELIOS, Chris",United States,Men,Ice Hockey,Silver
2002,Salt Lake City,Ice Hockey,Ice Hockey,"DEADMARSH, Adam",United States,Men,Ice Hockey,Silver
2002,Salt Lake City,Ice Hockey,Ice Hockey,"DRURY, Chris",United States,Men,Ice Hockey,Silver
2002,Salt Lake City,Ice Hockey,Ice Hockey,"DUNHAM, Mike",United States,Men,Ice Hockey,Silver
2002,Salt Lake City,Ice Hockey,Ice Hockey,"GUERIN, Bill",United States,Men,Ice Hockey,Silver
2002,Salt Lake City,Ice Hockey,Ice Hockey,"HOUSLEY, Phil",United States,Men,Ice Hockey,Silver
2002,Salt Lake City,Ice Hockey,Ice Hockey,"HULL, Brett",United States,Men,Ice Hockey,Silver
2002,Salt Lake City,Ice Hockey,Ice Hockey,"LECLAIR, John",United States,Men,Ice Hockey,Silver
2002,Salt Lake City,Ice Hockey,Ice Hockey,"LEETCH, Brian",United States,Men,Ice Hockey,Silver
2002,Salt Lake City,Ice Hockey,Ice Hockey,"MILLER, Aaron",United States,Men,Ice Hockey,Silver
2002,Salt Lake City,Ice Hockey,Ice Hockey,"MODANO, Mike",United States,Men,Ice Hockey,Silver
2002,Salt Lake City,Ice Hockey,Ice Hockey,"POTI, Tom",United States,Men,Ice Hockey,Silver
2002,Salt Lake City,Ice Hockey,Ice Hockey,"RAFALSKI, Brian",United States,Men,Ice Hockey,Silver
2002,Salt Lake City,Ice Hockey,Ice Hockey,"RICHTER, Mike",United States,Men,Ice Hockey,Silver
2002,Salt Lake City,Ice Hockey,Ice Hockey,"ROENICK, Jeremy",United States,Men,Ice Hockey,Silver
2002,Salt Lake City,Ice Hockey,Ice Hockey,"ROLSTON, Brian",United States,Men,Ice Hockey,Silver
2002,Salt Lake City,Ice Hockey,Ice Hockey,"SUTER, Gary",United States,Men,Ice Hockey,Silver
2002,Salt Lake City,Ice Hockey,Ice Hockey,"TKACHUK, Keith",United States,Men,Ice Hockey,Silver
2002,Salt Lake City,Ice Hockey,Ice Hockey,"WEIGHT, Doug",United States,Men,Ice Hockey,Silver
2002,Salt Lake City,Ice Hockey,Ice Hockey,"YORK, Mike",United States,Men,Ice Hockey,Silver
2002,Salt Lake City,Ice Hockey,Ice Hockey,"YOUNG, Scott",United States,Men,Ice Hockey,Silver
2002,Salt Lake City,Ice Hockey,Ice Hockey,"AHLEN, Annica",Sweden,Women,Ice Hockey,Bronze
2002,Salt Lake City,Ice Hockey,Ice Hockey,"ALMBLAD, Lotta",Sweden,Women,Ice Hockey,Bronze
2002,Salt Lake City,Ice Hockey,Ice Hockey,"ANDERSSON, Anna",Sweden,Women,Ice Hockey,Bronze
2002,Salt Lake City,Ice Hockey,Ice Hockey,"ANDERSSON, Gunilla",Sweden,Women,Ice Hockey,Bronze
2002,Salt Lake City,Ice Hockey,Ice Hockey,"BERGGREN, Emelie",Sweden,Women,Ice Hockey,Bronze
2002,Salt Lake City,Ice Hockey,Ice Hockey,"BERGSTRAND, Kristina",Sweden,Women,Ice Hockey,Bronze
2002,Salt Lake City,Ice Hockey,Ice Hockey,"EDSTRAND, Ann-Louise",Sweden,Women,Ice Hockey,Bronze
2002,Salt Lake City,Ice Hockey,Ice Hockey,"ELFSBERG, Joa",Sweden,Women,Ice Hockey,Bronze
2002,Salt Lake City,Ice Hockey,Ice Hockey,"HOLST, Erika",Sweden,Women,Ice Hockey,Bronze
2002,Salt Lake City,Ice Hockey,Ice Hockey,"JANSSON, Nanna",Sweden,Women,Ice Hockey,Bronze
2002,Salt Lake City,Ice Hockey,Ice Hockey,"LARSSON, Maria",Sweden,Women,Ice Hockey,Bronze
2002,Salt Lake City,Ice Hockey,Ice Hockey,"LINDBERG, Ylva",Sweden,Women,Ice Hockey,Bronze
2002,Salt Lake City,Ice Hockey,Ice Hockey,"LINDSTROM, Ulrica",Sweden,Women,Ice Hockey,Bronze
2002,Salt Lake City,Ice Hockey,Ice Hockey,"MARTIN, Kim",Sweden,Women,Ice Hockey,Bronze
2002,Salt Lake City,Ice Hockey,Ice Hockey,"PETTERSSON, Josefin",Sweden,Women,Ice Hockey,Bronze
2002,Salt Lake City,Ice Hockey,Ice Hockey,"ROOTH, Maria",Sweden,Women,Ice Hockey,Bronze
2002,Salt Lake City,Ice Hockey,Ice Hockey,"RUNDQVIST, Danijela",Sweden,Women,Ice Hockey,Bronze
2002,Salt Lake City,Ice Hockey,Ice Hockey,"SAMUELSSON, Evelina",Sweden,Women,Ice Hockey,Bronze
2002,Salt Lake City,Ice Hockey,Ice Hockey,"SJOLANDER, Therese",Sweden,Women,Ice Hockey,Bronze
2002,Salt Lake City,Ice Hockey,Ice Hockey,"VIKMAN, Anna",Sweden,Women,Ice Hockey,Bronze
2002,Salt Lake City,Ice Hockey,Ice Hockey,"ANTAL, Dana",Canada,Women,Ice Hockey,Gold
2002,Salt Lake City,Ice Hockey,Ice Hockey,"BECHARD, Kelly",Canada,Women,Ice Hockey,Gold
2002,Salt Lake City,Ice Hockey,Ice Hockey,"BOTTERILL, Jennifer",Canada,Women,Ice Hockey,Gold
2002,Salt Lake City,Ice Hockey,Ice Hockey,"BRISSON, Therese",Canada,Women,Ice Hockey,Gold
2002,Salt Lake City,Ice Hockey,Ice Hockey,"CAMPBELL, Cassie",Canada,Women,Ice Hockey,Gold
2002,Salt Lake City,Ice Hockey,Ice Hockey,"CHARTRAND, Isabelle",Canada,Women,Ice Hockey,Gold
2002,Salt Lake City,Ice Hockey,Ice Hockey,"DUPUIS, Lori",Canada,Women,Ice Hockey,Gold
2002,Salt Lake City,Ice Hockey,Ice Hockey,"GOYETTE, Danielle",Canada,Women,Ice Hockey,Gold
2002,Salt Lake City,Ice Hockey,Ice Hockey,"HEANEY, Geraldine",Canada,Women,Ice Hockey,Gold
2002,Salt Lake City,Ice Hockey,Ice Hockey,"HEFFORD, Jayna",Canada,Women,Ice Hockey,Gold
2002,Salt Lake City,Ice Hockey,Ice Hockey,"KELLAR, Becky",Canada,Women,Ice Hockey,Gold
2002,Salt Lake City,Ice Hockey,Ice Hockey,"OUELLETTE, Caroline",Canada,Women,Ice Hockey,Gold
2002,Salt Lake City,Ice Hockey,Ice Hockey,"PIPER, Cherie",Canada,Women,Ice Hockey,Gold
2002,Salt Lake City,Ice Hockey,Ice Hockey,"POUNDER, Cheryl",Canada,Women,Ice Hockey,Gold
2002,Salt Lake City,Ice Hockey,Ice Hockey,"SHEWCHUK, Tammy Lee",Canada,Women,Ice Hockey,Gold
2002,Salt Lake City,Ice Hockey,Ice Hockey,"SMALL, Sami Jo",Canada,Women,Ice Hockey,Gold
2002,Salt Lake City,Ice Hockey,Ice Hockey,"SOSTORICS, Colleen",Canada,Women,Ice Hockey,Gold
2002,Salt Lake City,Ice Hockey,Ice Hockey,"ST-PIERRE, Kim",Canada,Women,Ice Hockey,Gold
2002,Salt Lake City,Ice Hockey,Ice Hockey,"SUNOHARA, Vicky",Canada,Women,Ice Hockey,Gold
2002,Salt Lake City,Ice Hockey,Ice Hockey,"WICKENHEISER, Hayley",Canada,Women,Ice Hockey,Gold
2002,Salt Lake City,Ice Hockey,Ice Hockey,"BAILEY, Chris",United States,Women,Ice Hockey,Silver
2002,Salt Lake City,Ice Hockey,Ice Hockey,"BAKER, Laurie",United States,Women,Ice Hockey,Silver
2002,Salt Lake City,Ice Hockey,Ice Hockey,"BYE, Karyn",United States,Women,Ice Hockey,Silver
2002,Salt Lake City,Ice Hockey,Ice Hockey,"CHU, Julie",United States,Women,Ice Hockey,Silver
2002,Salt Lake City,Ice Hockey,Ice Hockey,"DARWITZ, Natalie",United States,Women,Ice Hockey,Silver
2002,Salt Lake City,Ice Hockey,Ice Hockey,"DECOSTA, Sara",United States,Women,Ice Hockey,Silver
2002,Salt Lake City,Ice Hockey,Ice Hockey,"DUNN-LUOMA, Tricia",United States,Women,Ice Hockey,Silver
2002,Salt Lake City,Ice Hockey,Ice Hockey,"GRANATO, Cammi",United States,Women,Ice Hockey,Silver
2002,Salt Lake City,Ice Hockey,Ice Hockey,"KENNEDY, Courtney",United States,Women,Ice Hockey,Silver
2002,Salt Lake City,Ice Hockey,Ice Hockey,"KILBOURNE, Andrea",United States,Women,Ice Hockey,Silver
2002,Salt Lake City,Ice Hockey,Ice Hockey,"KING, Katie",United States,Women,Ice Hockey,Silver
2002,Salt Lake City,Ice Hockey,Ice Hockey,"LOONEY, Shelley",United States,Women,Ice Hockey,Silver
2002,Salt Lake City,Ice Hockey,Ice Hockey,"MERZ, Sue",United States,Women,Ice Hockey,Silver
2002,Salt Lake City,Ice Hockey,Ice Hockey,"MLECZKO, Allison",United States,Women,Ice Hockey,Silver
2002,Salt Lake City,Ice Hockey,Ice Hockey,"MOUNSEY, Tara",United States,Women,Ice Hockey,Silver
2002,Salt Lake City,Ice Hockey,Ice Hockey,"POTTER, Jenny",United States,Women,Ice Hockey,Silver
2002,Salt Lake City,Ice Hockey,Ice Hockey,"RUGGIERO, Angela",United States,Women,Ice Hockey,Silver
2002,Salt Lake City,Ice Hockey,Ice Hockey,"TUETING, Sarah",United States,Women,Ice Hockey,Silver
2002,Salt Lake City,Ice Hockey,Ice Hockey,"WALL, Lyndsay",United States,Women,Ice Hockey,Silver
2002,Salt Lake City,Ice Hockey,Ice Hockey,"WENDELL, Krissy",United States,Women,Ice Hockey,Silver
2002,Salt Lake City,Luge,Luge,"IVES, Clay",United States,Men,Doubles,Bronze
2002,Salt Lake City,Luge,Luge,"THORPE, Chris",United States,Men,Doubles,Bronze
2002,Salt Lake City,Luge,Luge,"LEITNER, Patric-Fritz",Germany,Men,Doubles,Gold
2002,Salt Lake City,Luge,Luge,"RESCH, Alexander",Germany,Men,Doubles,Gold
2002,Salt Lake City,Luge,Luge,"GRIMMETTE, Mark",United States,Men,Doubles,Silver
2002,Salt Lake City,Luge,Luge,"MARTIN, Brian",United States,Men,Doubles,Silver
2002,Salt Lake City,Luge,Luge,"PROCK, Markus",Austria,Men,Singles,Bronze
2002,Salt Lake City,Luge,Luge,"ZOEGGELER, Armin",Italy,Men,Singles,Gold
2002,Salt Lake City,Luge,Luge,"HACKL, Georg",Germany,Men,Singles,Silver
2002,Salt Lake City,Luge,Luge,"KRAUSHAAR, Silke",Germany,Women,Singles,Bronze
2002,Salt Lake City,Luge,Luge,"OTTO, Sylke",Germany,Women,Singles,Gold
2002,Salt Lake City,Luge,Luge,"NIEDERNHUBER, Barbara",Germany,Women,Singles,Silver
2002,Salt Lake City,Skating,Figure skating,"FUSAR POLI, Barbara",Italy,Women,Ice Dancing,Bronze
2002,Salt Lake City,Skating,Figure skating,"MARGAGLIO, Maurizio",Italy,Men,Ice Dancing,Bronze
2002,Salt Lake City,Skating,Figure skating,"ANISSINA, Marina",France,Women,Ice Dancing,Gold
2002,Salt Lake City,Skating,Figure skating,"PEIZERAT, Gwendal",France,Men,Ice Dancing,Gold
2002,Salt Lake City,Skating,Figure skating,"AVERBUKH, Ilia",Russia,Men,Ice Dancing,Silver
2002,Salt Lake City,Skating,Figure skating,"LOBACHEVA, Irina",Russia,Women,Ice Dancing,Silver
2002,Salt Lake City,Skating,Figure skating,"GOEBEL, Timothy",United States,Men,Individual,Bronze
2002,Salt Lake City,Skating,Figure skating,"YAGUDIN, Alexei",Russia,Men,Individual,Gold
2002,Salt Lake City,Skating,Figure skating,"PLYUSHCHENKO, Evgeny",Russia,Men,Individual,Silver
2002,Salt Lake City,Skating,Figure skating,"KWAN, Michelle",United States,Women,Individual,Bronze
2002,Salt Lake City,Skating,Figure skating,"HUGHES, Sarah",United States,Women,Individual,Gold
2002,Salt Lake City,Skating,Figure skating,"SLUTSKAYA, Irina",Russia,Women,Individual,Silver
2002,Salt Lake City,Skating,Figure skating,"SHEN, Xue",China,Women,Pairs,Bronze
2002,Salt Lake City,Skating,Figure skating,"ZHAO, Hongbo",China,Men,Pairs,Bronze
2002,Salt Lake City,Skating,Figure skating,"PELLETIER, David",Canada,Men,Pairs,Gold
2002,Salt Lake City,Skating,Figure skating,"SALE, Jamie",Canada,Women,Pairs,Gold
2002,Salt Lake City,Skating,Figure skating,"BEREZHNAYA, Elena",Russia,Women,Pairs,Gold
2002,Salt Lake City,Skating,Figure skating,"SIKHARULIDZE, Anton",Russia,Men,Pairs,Gold
2002,Salt Lake City,Skating,Short Track Speed Skating,"TURCOTTE, Mathieu",Canada,Men,1000M,Bronze
2002,Salt Lake City,Skating,Short Track Speed Skating,"BRADBURY, Steven",Australia,Men,1000M,Gold
2002,Salt Lake City,Skating,Short Track Speed Skating,"OHNO, Apolo Anton",United States,Men,1000M,Silver
2002,Salt Lake City,Skating,Short Track Speed Skating,"YANG (S), Yang",China,Women,1000M,Bronze
2002,Salt Lake City,Skating,Short Track Speed Skating,"YANG (A), Yang",China,Women,1000M,Gold
2002,Salt Lake City,Skating,Short Track Speed Skating,"KO, Gi-Hyun","Korea, South",Women,1000M,Silver
2002,Salt Lake City,Skating,Short Track Speed Skating,"GAGNON, Marc",Canada,Men,1500M,Bronze
2002,Salt Lake City,Skating,Short Track Speed Skating,"OHNO, Apolo Anton",United States,Men,1500M,Gold
2002,Salt Lake City,Skating,Short Track Speed Skating,"LI, JiaJun",China,Men,1500M,Silver
2002,Salt Lake City,Skating,Short Track Speed Skating,"RADANOVA, Evgenia",Bulgaria,Women,1500M,Bronze
2002,Salt Lake City,Skating,Short Track Speed Skating,"KO, Gi-Hyun","Korea, South",Women,1500M,Gold
2002,Salt Lake City,Skating,Short Track Speed Skating,"CHOI, Eun-Kyung","Korea, South",Women,1500M,Silver
2002,Salt Lake City,Skating,Short Track Speed Skating,"CHAREST, Isabelle",Canada,Women,3000M Relay,Bronze
2002,Salt Lake City,Skating,Short Track Speed Skating,"DROLET, Marie-Eve",Canada,Women,3000M Relay,Bronze
2002,Salt Lake City,Skating,Short Track Speed Skating,"GOULET-NADON, Amelie",Canada,Women,3000M Relay,Bronze
2002,Salt Lake City,Skating,Short Track Speed Skating,"KRAUS, Alanna",Canada,Women,3000M Relay,Bronze
2002,Salt Lake City,Skating,Short Track Speed Skating,"VICENT, Tania",Canada,Women,3000M Relay,Bronze
2002,Salt Lake City,Skating,Short Track Speed Skating,"CHOI, Eun-Kyung","Korea, South",Women,3000M Relay,Gold
2002,Salt Lake City,Skating,Short Track Speed Skating,"CHOI, Min Kyung","Korea, South",Women,3000M Relay,Gold
2002,Salt Lake City,Skating,Short Track Speed Skating,"JOO, Min-Jin","Korea, South",Women,3000M Relay,Gold
2002,Salt Lake City,Skating,Short Track Speed Skating,"PARK, Hye-Won","Korea, South",Women,3000M Relay,Gold
2002,Salt Lake City,Skating,Short Track Speed Skating,"SUN, Dandan",China,Women,3000M Relay,Silver
2002,Salt Lake City,Skating,Short Track Speed Skating,"WANG, Chunlu",China,Women,3000M Relay,Silver
2002,Salt Lake City,Skating,Short Track Speed Skating,"YANG (A), Yang",China,Women,3000M Relay,Silver
2002,Salt Lake City,Skating,Short Track Speed Skating,"YANG (S), Yang",China,Women,3000M Relay,Silver
2002,Salt Lake City,Skating,Short Track Speed Skating,"AN, Yulong",China,Men,5000M Relay,Bronze
2002,Salt Lake City,Skating,Short Track Speed Skating,"FENG, Kai",China,Men,5000M Relay,Bronze
2002,Salt Lake City,Skating,Short Track Speed Skating,"GUO, Wei",China,Men,5000M Relay,Bronze
2002,Salt Lake City,Skating,Short Track Speed Skating,"LI, JiaJun",China,Men,5000M Relay,Bronze
2002,Salt Lake City,Skating,Short Track Speed Skating,"LI, Ye",China,Men,5000M Relay,Bronze
2002,Salt Lake City,Skating,Short Track Speed Skating,"BEDARD, Eric",Canada,Men,5000M Relay,Gold
2002,Salt Lake City,Skating,Short Track Speed Skating,"GAGNON, Marc",Canada,Men,5000M Relay,Gold
2002,Salt Lake City,Skating,Short Track Speed Skating,"GUILMETTE, Jonathan",Canada,Men,5000M Relay,Gold
2002,Salt Lake City,Skating,Short Track Speed Skating,"TREMBLAY, Francois-Louis",Canada,Men,5000M Relay,Gold
2002,Salt Lake City,Skating,Short Track Speed Skating,"TURCOTTE, Mathieu",Canada,Men,5000M Relay,Gold
2002,Salt Lake City,Skating,Short Track Speed Skating,"ANTONIOLI, Michele",Italy,Men,5000M Relay,Silver
2002,Salt Lake City,Skating,Short Track Speed Skating,"CARNINO, Maurizio",Italy,Men,5000M Relay,Silver
2002,Salt Lake City,Skating,Short Track Speed Skating,"CARTA, Fabio",Italy,Men,5000M Relay,Silver
2002,Salt Lake City,Skating,Short Track Speed Skating,"FRANCESCHINA, Nicola",Italy,Men,5000M Relay,Silver
2002,Salt Lake City,Skating,Short Track Speed Skating,"RODIGARI, Nicola",Italy,Men,5000M Relay,Silver
2002,Salt Lake City,Skating,Short Track Speed Skating,"SMITH, Rusty",United States,Men,500M,Bronze
2002,Salt Lake City,Skating,Short Track Speed Skating,"GAGNON, Marc",Canada,Men,500M,Gold
2002,Salt Lake City,Skating,Short Track Speed Skating,"GUILMETTE, Jonathan",Canada,Men,500M,Silver
2002,Salt Lake City,Skating,Short Track Speed Skating,"WANG, Chunlu",China,Women,500M,Bronze
2002,Salt Lake City,Skating,Short Track Speed Skating,"YANG (A), Yang",China,Women,500M,Gold
2002,Salt Lake City,Skating,Short Track Speed Skating,"RADANOVA, Evgenia",Bulgaria,Women,500M,Silver
2002,Salt Lake City,Skating,Speed skating,"SAETRE, Lasse",Norway,Men,10000M,Bronze
2002,Salt Lake City,Skating,Speed skating,"UYTDEHAAGE, Jochem",Netherlands,Men,10000M,Gold
2002,Salt Lake City,Skating,Speed skating,"ROMME, Gianni",Netherlands,Men,10000M,Silver
2002,Salt Lake City,Skating,Speed skating,"CHEEK, Joey",United States,Men,1000M,Bronze
2002,Salt Lake City,Skating,Speed skating,"VAN VELDE, Gerard",Netherlands,Men,1000M,Gold
2002,Salt Lake City,Skating,Speed skating,"BOS, Jan",Netherlands,Men,1000M,Silver
2002,Salt Lake City,Skating,Speed skating,"RODRIGUEZ, Jennifer",United States,Women,1000M,Bronze
2002,Salt Lake City,Skating,Speed skating,"WITTY, Chris",United States,Women,1000M,Gold
2002,Salt Lake City,Skating,Speed skating,"VOELKER, Sabine",Germany,Women,1000M,Silver
2002,Salt Lake City,Skating,Speed skating,"SONDRAL, Adne",Norway,Men,1500M,Bronze
2002,Salt Lake City,Skating,Speed skating,"PARRA, Derek",United States,Men,1500M,Gold
2002,Salt Lake City,Skating,Speed skating,"UYTDEHAAGE, Jochem",Netherlands,Men,1500M,Silver
2002,Salt Lake City,Skating,Speed skating,"RODRIGUEZ, Jennifer",United States,Women,1500M,Bronze
2002,Salt Lake City,Skating,Speed skating,"FRIESINGER-POSTMA, Anna",Germany,Women,1500M,Gold
2002,Salt Lake City,Skating,Speed skating,"VOELKER, Sabine",Germany,Women,1500M,Silver
2002,Salt Lake City,Skating,Speed skating,"KLASSEN, Cindy",Canada,Women,3000M,Bronze
2002,Salt Lake City,Skating,Speed skating,"PECHSTEIN, Claudia",Germany,Women,3000M,Gold
2002,Salt Lake City,Skating,Speed skating,"GROENEWOLD, Renate",Netherlands,Women,3000M,Silver
2002,Salt Lake City,Skating,Speed skating,"BODEN, Jens",Germany,Men,5000M,Bronze
2002,Salt Lake City,Skating,Speed skating,"UYTDEHAAGE, Jochem",Netherlands,Men,5000M,Gold
2002,Salt Lake City,Skating,Speed skating,"PARRA, Derek",United States,Men,5000M,Silver
2002,Salt Lake City,Skating,Speed skating,"HUGHES, Clara",Canada,Women,5000M,Bronze
2002,Salt Lake City,Skating,Speed skating,"PECHSTEIN, Claudia",Germany,Women,5000M,Gold
